taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00041_e0,-0.029899700685275567,0.04689916414280319,cpd00041_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00028_e0,-0.00027580795741145294,0.04689916414280319,cpd00028_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00053_e0,-0.14118611755962818,0.04689916414280319,cpd00053_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00220_e0,-0.0005516159148229059,0.04689916414280319,cpd00220_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd10516_e0,-0.0003894753317037793,0.04689916414280319,cpd10516_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00751_e0,-0.00657522861161558,0.04689916414280319,cpd00751_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00106_e0,0.10598260977449375,0.04689916414280319,cpd00106_e0,export
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00055_e0,-0.0005516159148228894,0.04689916414280319,cpd00055_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd01217_e0,-0.0072622601493253156,0.04689916414280319,cpd01217_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00309_e0,0.0072622601493253156,0.04689916414280319,cpd00309_e0,export
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00239_e0,-0.02812929247779857,0.04689916414280319,cpd00239_e0,import
S1023C114_Ruminococcus_C_callidus,ERR1620339_sub,1e-06,EX_cpd00161_e0,-0.011576955810644586,0.04689916414280319,cpd00161_e0,import
