metabolite,name,molecular_weight,C_number,N_number,sbo,metanetx.chemical,inchikey,seed.compound,hmdb,reactome,kegg.compound,chebi,bigg.metabolite,biocyc,reaction,sample_id
cpd00137_m,Citrate-e0,189.0997,6,0,SBO:0000247,MNXM131,KRKNYBCHXYNGOX-UHFFFAOYSA-K,cpd00137,HMDB00094,"['R-ALL-29654', 'R-ALL-433138', 'R-ALL-76190']",C00158,"['CHEBI:132362', 'CHEBI:133748', 'CHEBI:16947', 'CHEBI:13999', 'CHEBI:23321', 'CHEBI:42563', 'CHEBI:30769', 'CHEBI:23322', 'CHEBI:3727', 'CHEBI:41523', 'CHEBI:35802', 'CHEBI:35804', 'CHEBI:35806', 'CHEBI:35808', 'CHEBI:35809', 'CHEBI:35810', 'CHEBI:76049']",cit,META:CIT,EX_cpd00137_m,ERR1620289_sub
cpd00035_m,L-Alanine-e0,89.09318,3,1,SBO:0000247,MNXM32,QNAYBMKLOCPYGJ-REOHCLBHSA-N,cpd00035,"['HMDB00161', 'HMDB62251']","['R-ALL-29432', 'R-ALL-352036', 'R-ALL-379697', 'R-ALL-389664']","['C00041', 'C01401']","['CHEBI:16449', 'CHEBI:13748', 'CHEBI:22277', 'CHEBI:2539', 'CHEBI:16977', 'CHEBI:13069', 'CHEBI:21216', 'CHEBI:40734', 'CHEBI:40735', 'CHEBI:46308', 'CHEBI:6171', 'CHEBI:32431', 'CHEBI:32432', 'CHEBI:32439', 'CHEBI:32440', 'CHEBI:57972', 'CHEBI:66916', 'CHEBI:76050']",ala__L,META:L-ALPHA-ALANINE,EX_cpd00035_m,ERR1620289_sub
cpd00053_m,L-Glutamine-e0,146.1445,5,2,SBO:0000247,MNXM37,ZDXPYRJPNDTMRX-VKHMYHEASA-N,cpd00053,HMDB00641,"['R-ALL-113522', 'R-ALL-212615', 'R-ALL-29472']","['C00064', 'C00303']","['CHEBI:18050', 'CHEBI:13110', 'CHEBI:21308', 'CHEBI:42812', 'CHEBI:42814', 'CHEBI:42899', 'CHEBI:42943', 'CHEBI:6227', 'CHEBI:28300', 'CHEBI:24316', 'CHEBI:5432', 'CHEBI:32665', 'CHEBI:32666', 'CHEBI:32678', 'CHEBI:32679', 'CHEBI:58359']",gln__L,META:GLN,EX_cpd00053_m,ERR1620289_sub
cpd00041_m,L-Aspartate-e0,132.09474,4,1,SBO:0000247,MNXM42,CKLJMWTZIZZHCS-REOHCLBHSA-M,cpd00041,"['HMDB00191', 'HMDB62186', 'HMDB62501']","['R-ALL-113553', 'R-ALL-29448']","['C00049', 'C16433']","['CHEBI:132943', 'CHEBI:17053', 'CHEBI:21247', 'CHEBI:40853', 'CHEBI:40900', 'CHEBI:40913', 'CHEBI:40942', 'CHEBI:6193', 'CHEBI:22660', 'CHEBI:29991', 'CHEBI:13085', 'CHEBI:21244', 'CHEBI:29993', 'CHEBI:29995', 'CHEBI:35391', 'CHEBI:22659', 'CHEBI:29992']",asp__L,META:L-ASPARTATE,EX_cpd00041_m,ERR1620289_sub
cpd00084_m,L-Cysteine-e0,121.15818,3,1,SBO:0000247,MNXM738068,XUJNEKJLAYXESH-REOHCLBHSA-N,cpd00084,HMDB00574,"['R-ALL-111707', 'R-ALL-352016', 'R-ALL-379721', 'R-ALL-5668576']","['C00097', 'C00736']","['CHEBI:15356', 'CHEBI:14061', 'CHEBI:23508', 'CHEBI:4050', 'CHEBI:17561', 'CHEBI:13095', 'CHEBI:21261', 'CHEBI:41227', 'CHEBI:41700', 'CHEBI:41768', 'CHEBI:41781', 'CHEBI:41811', 'CHEBI:6207', 'CHEBI:32442', 'CHEBI:32443', 'CHEBI:32445', 'CHEBI:32456', 'CHEBI:32457', 'CHEBI:32458', 'CHEBI:35235', 'CHEBI:35237']",cys__L,META:CYS,EX_cpd00084_m,ERR1620289_sub
cpd00107_m,L-Leucine-e0,131.17292,6,1,SBO:0000247,MNXM140,ROHFNLRQFUQHCH-YFKPBYRVSA-N,cpd00107,"['HMDB00687', 'HMDB62203']","['R-ALL-113580', 'R-ALL-29588', 'R-ALL-351964']","['C00123', 'C16439']","['CHEBI:15603', 'CHEBI:10866', 'CHEBI:13131', 'CHEBI:21348', 'CHEBI:43646', 'CHEBI:43695', 'CHEBI:43733', 'CHEBI:43814', 'CHEBI:6260', 'CHEBI:25017', 'CHEBI:32619', 'CHEBI:32620', 'CHEBI:32627', 'CHEBI:32628', 'CHEBI:57427']",leu__L,META:LEU,EX_cpd00107_m,ERR1620289_sub
cpd00322_m,L-Isoleucine-e0,131.17292,6,1,SBO:0000247,MNXM231,AGPKZVBTJJNPAG-WHFBIAKZSA-N,cpd00322,HMDB00172,"['R-ALL-113537', 'R-ALL-30102']",C00407,"['CHEBI:17191', 'CHEBI:13127', 'CHEBI:21344', 'CHEBI:43290', 'CHEBI:43342', 'CHEBI:43366', 'CHEBI:6255', 'CHEBI:24898', 'CHEBI:32604', 'CHEBI:32605', 'CHEBI:32612', 'CHEBI:32613', 'CHEBI:58045']",ile__L,META:ILE,EX_cpd00322_m,ERR1620289_sub
cpd00156_m,L-Valine-e0,117.14634,5,1,SBO:0000247,MNXM199,KZSNJWFQEVHDMF-BYPYZUCNSA-N,cpd00156,"['HMDB00883', 'HMDB34366']","['R-ALL-113540', 'R-ALL-29702']","['C00183', 'C16436']","['CHEBI:16414', 'CHEBI:13186', 'CHEBI:21417', 'CHEBI:46282', 'CHEBI:46376', 'CHEBI:46418', 'CHEBI:46484', 'CHEBI:6321', 'CHEBI:27266', 'CHEBI:32851', 'CHEBI:32852', 'CHEBI:32859', 'CHEBI:32860', 'CHEBI:57762', 'CHEBI:87977']",val__L,META:VAL,EX_cpd00156_m,ERR1620289_sub
cpd00119_m,L-Histidine-e0,155.15456,6,3,SBO:0000247,MNXM134,HNDVDQJCIGZPNO-YFKPBYRVSA-N,cpd00119,"['HMDB00177', 'HMDB03412']","['R-ALL-29612', 'R-ALL-379695']","['C00135', 'C00768']","['CHEBI:15971', 'CHEBI:13117', 'CHEBI:21324', 'CHEBI:43048', 'CHEBI:43114', 'CHEBI:43190', 'CHEBI:43239', 'CHEBI:6240', 'CHEBI:27570', 'CHEBI:24598', 'CHEBI:43118', 'CHEBI:5733', 'CHEBI:32510', 'CHEBI:32511', 'CHEBI:32512', 'CHEBI:32513', 'CHEBI:32529', 'CHEBI:32530', 'CHEBI:32531', 'CHEBI:32532', 'CHEBI:57595']",his__L,META:HIS,EX_cpd00119_m,ERR1620289_sub
cpd00069_m,L-Tyrosine-e0,181.18854,9,1,SBO:0000247,MNXM76,OUYCCCASQSFEME-QMMMGPOBSA-N,cpd00069,"['HMDB00158', 'HMDB00647']","['R-ALL-29506', 'R-ALL-352030', 'R-ALL-379710', 'R-ALL-5668567']","['C00082', 'C01536']","['CHEBI:17895', 'CHEBI:13181', 'CHEBI:21411', 'CHEBI:46070', 'CHEBI:46161', 'CHEBI:6313', 'CHEBI:18186', 'CHEBI:15277', 'CHEBI:27176', 'CHEBI:9800', 'CHEBI:32760', 'CHEBI:32761', 'CHEBI:32762', 'CHEBI:32784', 'CHEBI:32785', 'CHEBI:32786', 'CHEBI:58315']",tyr__L,META:TYR,EX_cpd00069_m,ERR1620289_sub
cpd00051_m,L-Arginine-e0,175.2089,6,4,SBO:0000247,MNXM70,ODKSFYDXXFIFQN-BYPYZUCNSA-O,cpd00051,"['HMDB00517', 'HMDB62762']","['R-ALL-113530', 'R-ALL-29468', 'R-ALL-351977', 'R-ALL-374064']","['C00062', 'C02385']","['CHEBI:16467', 'CHEBI:13077', 'CHEBI:21235', 'CHEBI:42927', 'CHEBI:6185', 'CHEBI:29016', 'CHEBI:22616', 'CHEBI:2643', 'CHEBI:32681', 'CHEBI:32682', 'CHEBI:133495', 'CHEBI:32683', 'CHEBI:32695', 'CHEBI:32696', 'CHEBI:32697']",arg__L,META:ARG,EX_cpd00051_m,ERR1620289_sub
cpd00039_m,L-Lysine-e0,147.1955,6,2,SBO:0000247,MNXM78,KDXKERNSBIXSRK-YFKPBYRVSA-O,cpd00039,"['HMDB00182', 'HMDB03405', 'HMDB62809']","['R-ALL-29444', 'R-ALL-351979', 'R-ALL-351991']","['C00047', 'C16440']","['CHEBI:133538', 'CHEBI:18019', 'CHEBI:13135', 'CHEBI:21351', 'CHEBI:43950', 'CHEBI:6264', 'CHEBI:25094', 'CHEBI:32550', 'CHEBI:32551', 'CHEBI:32552', 'CHEBI:32563', 'CHEBI:32564', 'CHEBI:32565']",lys__L,META:LYS,EX_cpd00039_m,ERR1620289_sub
cpd00066_m,L-Phenylalanine-e0,165.18914,9,1,SBO:0000247,MNXM97,COLNVLDHVKWLRT-QMMMGPOBSA-N,cpd00066,"['HMDB00159', 'HMDB00612']","['R-ALL-29502', 'R-ALL-351993', 'R-ALL-379701']","['C00079', 'C02057']","['CHEBI:17295', 'CHEBI:13151', 'CHEBI:21370', 'CHEBI:44851', 'CHEBI:44885', 'CHEBI:45079', 'CHEBI:6282', 'CHEBI:28044', 'CHEBI:25984', 'CHEBI:8089', 'CHEBI:32486', 'CHEBI:32487', 'CHEBI:32504', 'CHEBI:32505', 'CHEBI:58095', 'CHEBI:76052']",phe__L,META:PHE,EX_cpd00066_m,ERR1620289_sub
cpd00246_m,Inosine-e0,268.22608,10,4,SBO:0000247,MNXM334,UGQMRVRMYYASKQ-KQYNXXCUSA-N,cpd00246,HMDB00195,"['R-ALL-83921', 'R-ALL-83927']",C00294,"['CHEBI:17596', 'CHEBI:14456', 'CHEBI:24841', 'CHEBI:44407', 'CHEBI:5927']",ins,META:INOSINE,EX_cpd00246_m,ERR1620289_sub
cpd00182_m,Adenosine-e0,267.24132,10,5,SBO:0000247,MNXM212,OIRDTQYFTABQOQ-KQYNXXCUSA-N,cpd00182,"['HMDB00050', 'HMDB04401', 'HMDB04402', 'HMDB04421']","['R-ALL-83908', 'R-ALL-83909', 'R-ALL-8857850']",C00212,"['CHEBI:16335', 'CHEBI:13734', 'CHEBI:22237', 'CHEBI:2472', 'CHEBI:40558', 'CHEBI:40825', 'CHEBI:40906', 'CHEBI:40911']",adn,META:ADENOSINE,EX_cpd00182_m,ERR1620289_sub
cpd00013_m,NH3-e0,18.03846,0,1,SBO:0000247,MNXM15,QGZKDVFQNNGYKY-UHFFFAOYSA-O,cpd00013,"['HMDB00051', 'HMDB41827']","['R-ALL-1132163', 'R-ALL-113561', 'R-ALL-140912', 'R-ALL-2022135', 'R-ALL-29382', 'R-ALL-31633', 'R-ALL-389843', 'R-ALL-5693978', 'R-ALL-76230']",C01342,CHEBI:28938,"['nh3', 'nh4']","['META:AMMONIA', 'META:AMMONIUM']",EX_cpd00013_m,ERR1620289_sub
cpd00029_m,Acetate-e0,59.044019999999996,2,0,SBO:0000247,MNXM26,QTBSBXVTEAMEQO-UHFFFAOYSA-M,cpd00029,HMDB00042,"['R-ALL-113539', 'R-ALL-1524044', 'R-ALL-2022890', 'R-ALL-29416', 'R-ALL-390305']",C00033,"['CHEBI:15366', 'CHEBI:22169', 'CHEBI:2387', 'CHEBI:40486', 'CHEBI:30089', 'CHEBI:13704', 'CHEBI:22165', 'CHEBI:40480']",ac,META:ACET,EX_cpd00029_m,ERR1620289_sub
cpd04098_m,Arsenite-e0,124.93567999999999,0,0,SBO:0000247,MNXM658,AQLMHYSWFMLWBS-UHFFFAOYSA-N,cpd04098,HMDB11620,R-ALL-5696216,C06697,"['CHEBI:29242', 'CHEBI:29243', 'CHEBI:29866', 'CHEBI:13857', 'CHEBI:2846', 'CHEBI:49900', 'CHEBI:22635', 'CHEBI:49899']",aso3,"['META:CPD-763', 'META:CPD0-2040']",EX_cpd04098_m,ERR1620289_sub
cpd00132_m,L-Asparagine-e0,132.11792,4,2,SBO:0000247,MNXM147,DCXYFEDJOCDNAF-REOHCLBHSA-N,cpd00132,HMDB00168,"['R-ALL-29642', 'R-ALL-379703']","['C00152', 'C16438']","['CHEBI:17196', 'CHEBI:13083', 'CHEBI:21242', 'CHEBI:40902', 'CHEBI:6191', 'CHEBI:22653', 'CHEBI:32650', 'CHEBI:32651', 'CHEBI:32660', 'CHEBI:32661', 'CHEBI:58048']",asn__L,META:ASN,EX_cpd00132_m,ERR1620289_sub
cpd00063_m,Ca2+-e0,40.078,0,0,SBO:0000247,MNXM128,BHPQYMZQTOCNFJ-UHFFFAOYSA-N,cpd00063,HMDB00464,"['R-ALL-111875', 'R-ALL-139827', 'R-ALL-1606834', 'R-ALL-167012', 'R-ALL-2855229', 'R-ALL-74016', 'R-ALL-74112']",C00076,"['CHEBI:29108', 'CHEBI:22988', 'CHEBI:3308', 'CHEBI:48760', 'CHEBI:39123']",ca2,META:CA+2,EX_cpd00063_m,ERR1620289_sub
cpd01012_m,Cd2+-e0,112.411,0,0,SBO:0000247,MNXM4505,WLZRMCYVCSSEQC-UHFFFAOYSA-N,cpd01012,HMDB03638,,C01413,"['CHEBI:48775', 'CHEBI:3290', 'CHEBI:48773']",cd2,META:CD+2,EX_cpd01012_m,ERR1620289_sub
cpd00058_m,Cu2+-e0,63.546,0,0,SBO:0000247,MNXM632,JPVYNHNXODAKFH-UHFFFAOYSA-N,cpd00058,HMDB00657,"['R-ALL-209799', 'R-ALL-437295', 'R-ALL-936901']",C00070,"['CHEBI:29036', 'CHEBI:20882', 'CHEBI:23380', 'CHEBI:49550']",cu2,META:CU+2,EX_cpd00058_m,ERR1620289_sub
cpd10515_m,Fe2+-e0,55.845,0,0,SBO:0000247,MNXM111,CWYNVVGOOAEACU-UHFFFAOYSA-N,cpd10515,HMDB00692,,C14818,"['CHEBI:29033', 'CHEBI:13319', 'CHEBI:13321', 'CHEBI:21129', 'CHEBI:24876', 'CHEBI:34754', 'CHEBI:49599']",fe2,META:FE+2,EX_cpd10515_m,ERR1620289_sub
cpd00047_m,Formate-e0,45.01744,1,0,SBO:0000247,MNXM39,BDAGIHXWWSANSR-UHFFFAOYSA-M,cpd00047,HMDB00142,"['R-ALL-194712', 'R-ALL-29460', 'R-ALL-389585', 'R-ALL-6801451']",C00058,"['CHEBI:15740', 'CHEBI:14276', 'CHEBI:24081', 'CHEBI:30751', 'CHEBI:24082', 'CHEBI:42460', 'CHEBI:5145']",for,"['META:CARBOXYL-GROUP', 'META:CPD-9845', 'META:CPD1G-1532', 'META:CPD1G-1533', 'META:CPD1G-1534', 'META:CPD1G-1535', 'META:FORMATE']",EX_cpd00047_m,ERR1620289_sub
cpd00106_m,Fumarate-e0,114.05628,4,0,SBO:0000247,MNXM93,VZCYOOQTPOCHFL-OWOJBTEDSA-L,cpd00106,HMDB00134,"['R-ALL-113588', 'R-ALL-29586']",C00122,"['CHEBI:18012', 'CHEBI:24124', 'CHEBI:42743', 'CHEBI:5190', 'CHEBI:22958', 'CHEBI:29806', 'CHEBI:14284', 'CHEBI:24122', 'CHEBI:42511', 'CHEBI:36180', 'CHEBI:22956', 'CHEBI:22957', 'CHEBI:37154', 'CHEBI:37155']",fum,META:FUM,EX_cpd00106_m,ERR1620289_sub
cpd00108_m,Galactose-e0,180.15588,6,0,SBO:0000247,MNXM390,WQZGKKKJIJFFOK-PHYPRBDBSA-N,cpd00108,"['HMDB00143', 'HMDB05762']",,"['C00124', 'C00984']","['CHEBI:12936', 'CHEBI:28061', 'CHEBI:10231', 'CHEBI:22373', 'CHEBI:42741', 'CHEBI:4139']",gal,"['META:ALPHA-D-GALACTOSE', 'META:D-galactopyranose']",EX_cpd00108_m,ERR1620289_sub
cpd00222_m,GLCN-e0,195.14734,6,0,SBO:0000247,MNXM341,RGHNJXZEOKUKBD-SQOUGZDYSA-M,cpd00222,"['HMDB00625', 'HMDB03373']",,C00257,"['CHEBI:18391', 'CHEBI:12955', 'CHEBI:20983', 'CHEBI:20985', 'CHEBI:24265', 'CHEBI:24266', 'CHEBI:33198', 'CHEBI:20986', 'CHEBI:4157', 'CHEBI:42715']","['glcn', 'glcn__D']",META:GLUCONATE,EX_cpd00222_m,ERR1620289_sub
cpd00033_m,Glycine-e0,75.0666,2,1,SBO:0000247,MNXM29,DHMQDGOQFOQNFH-UHFFFAOYSA-N,cpd00033,HMDB00123,"['R-ALL-113545', 'R-ALL-159549', 'R-ALL-193446', 'R-ALL-266029', 'R-ALL-29424']",C00037,"['CHEBI:15428', 'CHEBI:10792', 'CHEBI:14344', 'CHEBI:24368', 'CHEBI:42964', 'CHEBI:5460', 'CHEBI:32507', 'CHEBI:32508', 'CHEBI:57305']",gly,META:GLY,EX_cpd00033_m,ERR1620289_sub
cpd00121_m,L-Inositol-e0,180.15588,6,0,SBO:0000247,MNXM127,CDAISMWEOUEBRE-GPIVLXJGSA-N,cpd00121,"['HMDB00211', 'HMDB02256', 'HMDB34220']","['R-ALL-426910', 'R-ALL-429130']","['C00137', 'C19891']","['CHEBI:17268', 'CHEBI:10601', 'CHEBI:12826', 'CHEBI:12831', 'CHEBI:25451', 'CHEBI:43559', 'CHEBI:24848', 'CHEBI:27372', 'CHEBI:19183', 'CHEBI:4200', 'CHEBI:52772']",inost,"['META:CPD-8052', 'META:MYO-INOSITOL']",EX_cpd00121_m,ERR1620289_sub
cpd00205_m,K+-e0,39.0983,0,0,SBO:0000247,MNXM95,NPYPAHLBTDXSSS-UHFFFAOYSA-N,cpd00205,HMDB00586,"['R-ALL-29804', 'R-ALL-5626313', 'R-ALL-74126']",C00238,"['CHEBI:29103', 'CHEBI:26219', 'CHEBI:49685', 'CHEBI:8345']",k,META:K+,EX_cpd00205_m,ERR1620289_sub
cpd00208_m,LACT-e0,342.29648000000003,12,0,SBO:0000247,MNXM362,GUBGYTABKSRVRQ-QKKXKWKRSA-N,cpd00208,HMDB41627,,"['C00243', 'C01970']","['CHEBI:17716', 'CHEBI:10296', 'CHEBI:10380', 'CHEBI:14497', 'CHEBI:22460', 'CHEBI:22760', 'CHEBI:25005', 'CHEBI:27755', 'CHEBI:27968', 'CHEBI:28577', 'CHEBI:613009', 'CHEBI:36218', 'CHEBI:10428', 'CHEBI:22846', 'CHEBI:35463', 'CHEBI:43665']",lcts,"['META:CPD-15971', 'META:CPD-15972']",EX_cpd00208_m,ERR1620289_sub
cpd00159_m,L-Lactate-e0,89.07,3,0,SBO:0000247,MNXM179,JVTAAEKCZFNVCJ-REOHCLBHSA-M,cpd00159,"['HMDB00190', 'HMDB03328', 'HMDB62492']","['R-ALL-29708', 'R-ALL-373863', 'R-ALL-6807616']",C00186,"['CHEBI:16651', 'CHEBI:11065', 'CHEBI:12411', 'CHEBI:18783', 'CHEBI:422']",lac__L,META:L-LACTATE,EX_cpd00159_m,ERR1620289_sub
cpd01262_m,Amylotriose-e0,504.43708,18,0,SBO:0000247,MNXM468,FYGDTMLNYKFZSV-PXXRMHSHSA-N,cpd01262,HMDB01262,R-ALL-191103,C01835,"['CHEBI:27931', 'CHEBI:25146', 'CHEBI:43937', 'CHEBI:6672', 'CHEBI:61993']",malttr,META:MALTOTRIOSE,EX_cpd01262_m,ERR1620289_sub
cpd00138_m,D-Mannose-e0,180.15588,6,0,SBO:0000247,MNXM182,WQZGKKKJIJFFOK-QTVWNMPRSA-N,cpd00138,HMDB00169,"['R-ALL-429579', 'R-ALL-6799594', 'R-ALL-964752']",C00159,"['CHEBI:16024', 'CHEBI:12999', 'CHEBI:21057', 'CHEBI:37684', 'CHEBI:14575', 'CHEBI:33930', 'CHEBI:4208']",man,META:D-mannopyranose,EX_cpd00138_m,ERR1620289_sub
cpd00060_m,L-Methionine-e0,149.21134,5,1,SBO:0000247,MNXM61,FFEARJCKVFRZRR-BYPYZUCNSA-N,cpd00060,"['HMDB00696', 'HMDB33951']","['R-ALL-1130765', 'R-ALL-174390', 'R-ALL-379705']","['C00073', 'C01733']","['CHEBI:16643', 'CHEBI:13141', 'CHEBI:21360', 'CHEBI:43990', 'CHEBI:6271', 'CHEBI:16811', 'CHEBI:14590', 'CHEBI:25229', 'CHEBI:6829', 'CHEBI:32631', 'CHEBI:32632', 'CHEBI:32644', 'CHEBI:32646', 'CHEBI:57844', 'CHEBI:64558']",met__L,META:MET,EX_cpd00060_m,ERR1620289_sub
cpd11574_m,Molybdate-e0,161.95347999999998,0,0,SBO:0000247,MNXM1026,MEFBJEMVZONFCJ-UHFFFAOYSA-N,cpd11574,HMDB12260,R-ALL-947561,C06232,"['CHEBI:25371', 'CHEBI:36263', 'CHEBI:36264', 'CHEBI:25368', 'CHEBI:6967']",mobd,META:CPD-3,EX_cpd11574_m,ERR1620289_sub
cpd00064_m,Ornithine-e0,133.16892,5,2,SBO:0000247,MNXM89689,AHLPHDHHMVZTML-BYPYZUCNSA-O,cpd00064,"['HMDB00214', 'HMDB00818', 'HMDB04984', 'HMDB32455', 'HMDB62654', 'HMDB62718']","['R-ALL-113585', 'R-ALL-113586', 'R-ALL-29498']","['C00077', 'C01602']","['CHEBI:15729', 'CHEBI:13148', 'CHEBI:21367', 'CHEBI:6280', 'CHEBI:18257', 'CHEBI:7784', 'CHEBI:32964', 'CHEBI:11448', 'CHEBI:19370', 'CHEBI:44667', 'CHEBI:46911', 'CHEBI:46912', 'CHEBI:46913', 'CHEBI:46914']","['orn', 'orn__L']",META:L-ORNITHINE,EX_cpd00064_m,ERR1620289_sub
cpd00012_m,PPi-e0,174.951262,0,0,SBO:0000247,MNXM11,XPPKVPWEQAFLFU-UHFFFAOYSA-K,cpd00012,HMDB00250,"['R-ALL-111294', 'R-ALL-1132084', 'R-ALL-113541', 'R-ALL-113542', 'R-ALL-159450', 'R-ALL-2046049', 'R-ALL-389593', 'R-ALL-6806656', 'R-ALL-8878981', 'R-ALL-8938078']",C00013,CHEBI:33019,ppi,"['META:PPI', 'META:PYROPHOSPHATE-GROUP']",EX_cpd00012_m,ERR1620289_sub
cpd01132_m,Puromycin-e0,472.51750000000004,22,7,SBO:0000247,MNXM3088,RXWNCPJZOCPEPQ-NVWDDTSBSA-O,cpd01132,,,C01610,"['CHEBI:17939', 'CHEBI:14970', 'CHEBI:26402', 'CHEBI:45182', 'CHEBI:8641', 'CHEBI:60255']",pur,META:PUROMYCIN,EX_cpd01132_m,ERR1620289_sub
cpd00396_m,L-Rhamnose-e0,164.15648,6,0,SBO:0000247,MNXM2967,PNNNRSAQSRJVSB-BXKVDMCESA-N,cpd00396,HMDB00849,,C00507,"['CHEBI:16055', 'CHEBI:13160', 'CHEBI:21378', 'CHEBI:45427', 'CHEBI:57622', 'CHEBI:6292', 'CHEBI:26546', 'CHEBI:62345', 'CHEBI:62346']",rmn,"['META:CPD-15405', 'META:L-rhamnopyranose', 'META:L-rhamnose']",EX_cpd00396_m,ERR1620289_sub
cpd00036_m,Succinate-e0,116.07216,4,0,SBO:0000247,MNXM25,KDYFGRWQOYBRFD-UHFFFAOYSA-L,cpd00036,HMDB00254,"['R-ALL-113536', 'R-ALL-159939', 'R-ALL-29434', 'R-ALL-389583', 'R-ALL-433123', 'R-ALL-5278787']",C00042,"['CHEBI:15741', 'CHEBI:22943', 'CHEBI:26807', 'CHEBI:45639', 'CHEBI:9304', 'CHEBI:30031', 'CHEBI:15125', 'CHEBI:22941', 'CHEBI:26803', 'CHEBI:30779', 'CHEBI:90372', 'CHEBI:132287']",succ,META:SUC,EX_cpd00036_m,ERR1620289_sub
cpd00065_m,L-Tryptophan-e0,204.22518000000002,11,2,SBO:0000247,MNXM94,QIVBCDIJIAJPQS-VIFPVBQESA-N,cpd00065,"['HMDB00929', 'HMDB30396']","['R-ALL-29500', 'R-ALL-352006', 'R-ALL-379709']","['C00078', 'C00806']","['CHEBI:16828', 'CHEBI:13178', 'CHEBI:184633', 'CHEBI:21407', 'CHEBI:45988', 'CHEBI:46086', 'CHEBI:46125', 'CHEBI:46225', 'CHEBI:6310', 'CHEBI:27897', 'CHEBI:27163', 'CHEBI:9769', 'CHEBI:32702', 'CHEBI:32704', 'CHEBI:32727', 'CHEBI:32728', 'CHEBI:57912', 'CHEBI:64554']",trp__L,META:TRP,EX_cpd00065_m,ERR1620289_sub
cpd00280_m,D-Galacturonate-e0,193.13146,6,0,SBO:0000247,MNXM48464,AEMOLEFTQBMNLQ-YMDCURPLSA-M,cpd00280,,,C00333,"['CHEBI:18024', 'CHEBI:20976', 'CHEBI:20978', 'CHEBI:4153', 'CHEBI:75525']",galur,META:D-Galactopyranuronate,EX_cpd00280_m,ERR1620289_sub
cpd01217_m,Xanthosine-e0,284.22548,10,4,SBO:0000247,MNXM687,UBORTCNDUKBEOP-UUOKFMHZSA-N,cpd01217,HMDB00299,,C01762,"['CHEBI:18107', 'CHEBI:10066', 'CHEBI:15323', 'CHEBI:27327']",xtsn,META:XANTHOSINE,EX_cpd01217_m,ERR1620289_sub
cpd00099_m,Cl--e0,35.453,0,0,SBO:0000247,MNXM43,VEXZGXHMUGYJMC-UHFFFAOYSA-M,cpd00099,"['HMDB00492', 'HMDB02073', 'HMDB02306', 'HMDB02162']","['R-ALL-188972', 'R-ALL-2730999', 'R-ALL-2731008', 'R-ALL-2731020', 'R-ALL-29572', 'R-ALL-3301973', 'R-ALL-352022']","['C00698', 'C01327']","['CHEBI:17883', 'CHEBI:13364', 'CHEBI:24635', 'CHEBI:5590', 'CHEBI:17996', 'CHEBI:13291', 'CHEBI:13970', 'CHEBI:3616', 'CHEBI:3731', 'CHEBI:48804', 'CHEBI:50315']",cl,"['META:CL-', 'META:HCL']",EX_cpd00099_m,ERR1620289_sub
cpd00221_m,D-Lactate-e0,89.07,3,0,SBO:0000247,MNXM285,JVTAAEKCZFNVCJ-UWTATZPHSA-M,cpd00221,"['HMDB01311', 'HMDB00171']",,C00256,"['CHEBI:16004', 'CHEBI:11001', 'CHEBI:18684', 'CHEBI:42111', 'CHEBI:341', 'CHEBI:42105', 'CHEBI:43701']",lac__D,META:D-LACTATE,EX_cpd00221_m,ERR1620289_sub
cpd01107_m,Decanoate-e0,171.25666,10,0,SBO:0000247,MNXM1043,GHVNFZFCNZKVNT-UHFFFAOYSA-M,cpd01107,HMDB00511,,C01571,"['CHEBI:27689', 'CHEBI:125804', 'CHEBI:23570', 'CHEBI:30813', 'CHEBI:23572', 'CHEBI:41906', 'CHEBI:4347']",,META:CPD-3617,EX_cpd01107_m,ERR1620289_sub
cpd01741_m,ddca-e0,199.30982,12,0,SBO:0000247,MNXM402,POULHZVOKOAJMA-UHFFFAOYSA-M,cpd01741,HMDB00638,R-ALL-33549,C02679,"['CHEBI:18262', 'CHEBI:14187', 'CHEBI:23863', 'CHEBI:30805', 'CHEBI:23864', 'CHEBI:23865', 'CHEBI:41882', 'CHEBI:4680']",,META:DODECANOATE,EX_cpd01741_m,ERR1620289_sub
cpd03847_m,Myristic acid-e0,227.36298,14,0,SBO:0000247,MNXM314,TUNFSRHWOTWDNC-UHFFFAOYSA-M,cpd03847,HMDB00806,,C06424,"['CHEBI:28875', 'CHEBI:26897', 'CHEBI:278516', 'CHEBI:44232', 'CHEBI:7056', 'CHEBI:73168', 'CHEBI:30807', 'CHEBI:35292']",,META:CPD-7836,EX_cpd03847_m,ERR1620289_sub
cpd15298_m,tetradecenoate-e0,225.3471,14,0,SBO:0000247,MNXM83847,,cpd15298,,,,"['CHEBI:36004', 'CHEBI:78896']",,,EX_cpd15298_m,ERR1620289_sub
