metabolite,name,molecular_weight,C_number,N_number,sbo,metanetx.chemical,inchikey,seed.compound,hmdb,reactome,kegg.compound,chebi,bigg.metabolite,biocyc,reaction,sample_id
cpd00659_m,Nitrous oxide-e0,44.0128,0,2,SBO:0000247,MNXM579,GQPLMRYTRLFLPF-UHFFFAOYSA-N,cpd00659,HMDB35807,,C00887,"['CHEBI:17045', 'CHEBI:14661', 'CHEBI:25568', 'CHEBI:44250', 'CHEBI:7598']",n2o,META:NITROUS-OXIDE,EX_cpd00659_m,ERR1620289_sub
cpd00418_m,NO-e0,30.0061,0,1,SBO:0000247,MNXM162249,,cpd00418,,"['R-ALL-1222480', 'R-ALL-202124', 'R-ALL-3697886']",,,,,EX_cpd00418_m,ERR1620289_sub
cpd00371_m,Propanal-e0,58.07914,3,0,SBO:0000247,MNXM821,NBBJYMSMWIIQGU-UHFFFAOYSA-N,cpd00371,HMDB03366,,C00479,"['CHEBI:17153', 'CHEBI:14898', 'CHEBI:26281', 'CHEBI:41359', 'CHEBI:45052', 'CHEBI:8468']",ppal,META:CPD-665,EX_cpd00371_m,ERR1620289_sub
cpd00811_m,(CH3)3NO-e0,75.10966,3,1,SBO:0000247,MNXM437,UYPYRKYUKCHHIB-UHFFFAOYSA-N,cpd00811,HMDB00925,R-ALL-140963,C01104,"['CHEBI:15724', 'CHEBI:15262', 'CHEBI:15263', 'CHEBI:27126', 'CHEBI:9733']",tmao,META:TRIMETHYLAMINE-N-O,EX_cpd00811_m,ERR1620289_sub
cpd00324_m,MTTL-e0,48.107459999999996,1,0,SBO:0000247,MNXM652,LSDPWZHWYPCBBB-UHFFFAOYSA-N,cpd00324,HMDB03227,,C00409,"['CHEBI:16007', 'CHEBI:14586', 'CHEBI:25225', 'CHEBI:6814']",ch4s,META:CPD-7671,EX_cpd00324_m,ERR1620289_sub
cpd01024_m,Methane-e0,16.04246,1,0,SBO:0000247,MNXM714,VNWKTOKETHGBQD-UHFFFAOYSA-N,cpd01024,HMDB02714,,C01438,"['CHEBI:16183', 'CHEBI:14585', 'CHEBI:25220', 'CHEBI:6811', 'CHEBI:29360', 'CHEBI:29434', 'CHEBI:29438']",ch4,"['META:CH4', 'META:METHYL-GROUP']",EX_cpd01024_m,ERR1620289_sub
cpd00204_m,CO-e0,29.01804,1,0,SBO:0000247,MNXM10881,UGFAIRIUMAVXCW-UHFFFAOYSA-N,cpd00204,HMDB01361,R-ALL-189385,C00237,"['CHEBI:17245', 'CHEBI:13281', 'CHEBI:23013', 'CHEBI:3282', 'CHEBI:41526', 'CHEBI:58072']",co,META:CARBON-MONOXIDE,EX_cpd00204_m,ERR1620289_sub
cpd00116_m,Methanol-e0,32.04186,1,0,SBO:0000247,MNXM157,OKKJLVBELUTLKV-UHFFFAOYSA-N,cpd00116,HMDB01875,"['R-ALL-5359061', 'R-ALL-5693711']",C00132,"['CHEBI:17790', 'CHEBI:14588', 'CHEBI:25227', 'CHEBI:44080', 'CHEBI:44553', 'CHEBI:6816', 'CHEBI:52090']",meoh,"['META:ALCOHOL-GROUP', 'META:METOH']",EX_cpd00116_m,ERR1620289_sub
cpd00528_m,N2-e0,28.0134,0,2,SBO:0000247,MNXM724,IJGRMHOSHXDMSA-UHFFFAOYSA-N,cpd00528,HMDB01371,,C00697,"['CHEBI:17997', 'CHEBI:13388', 'CHEBI:14660', 'CHEBI:25365', 'CHEBI:43128', 'CHEBI:7593', 'CHEBI:30099', 'CHEBI:30102']",n2,META:NITROGEN-MOLECULE,EX_cpd00528_m,ERR1620289_sub
cpd11632_m,hn-e0,,0,0,SBO:0000247,MNXM162292,,cpd11632,,,C00205,,,,EX_cpd11632_m,ERR1620289_sub
cpd03662_m,n-Butanol-e0,74.1216,4,0,SBO:0000247,MNXM3230,LRHPLDYGYMQRHN-UHFFFAOYSA-N,cpd03662,HMDB04327,,C06142,"['CHEBI:28885', 'CHEBI:22936', 'CHEBI:39632', 'CHEBI:612']","['1btol', 'btoh']",META:BUTANOL,EX_cpd03662_m,ERR1620289_sub
cpd00178_m,Acetone-e0,58.07914,3,0,SBO:0000247,MNXM398,CSCPPACGZOOCGX-UHFFFAOYSA-N,cpd00178,HMDB01659,,C00207,"['CHEBI:15347', 'CHEBI:13708', 'CHEBI:22182', 'CHEBI:2398', 'CHEBI:40571', 'CHEBI:78217']",acetone,META:ACETONE,EX_cpd00178_m,ERR1620289_sub
cpd01618_m,"1,3-Propanediol-e0",76.09442,3,0,SBO:0000247,MNXM2861,YPFDHNVEDLHUCE-UHFFFAOYSA-N,cpd01618,,,C02457,"['CHEBI:16109', 'CHEBI:14902', 'CHEBI:26286', 'CHEBI:44868', 'CHEBI:8471']",13ppd,META:CPD-347,EX_cpd01618_m,ERR1620289_sub
cpd00211_m,Butyrate-e0,87.09718,4,0,SBO:0000247,MNXM458,FERIUCNNQQJTOY-UHFFFAOYSA-M,cpd00211,HMDB00039,"['R-ALL-76179', 'R-ALL-8875042']",C00246,"['CHEBI:17968', 'CHEBI:13924', 'CHEBI:22946', 'CHEBI:30772', 'CHEBI:113450', 'CHEBI:22948', 'CHEBI:3234', 'CHEBI:41208']",,META:BUTYRIC_ACID,EX_cpd00211_m,ERR1620289_sub
cpd00751_m,L-Fucose,164.15648,6,0,SBO:0000247,MNXM659,SHZGCJCMOBCMKK-DHVFOXMCSA-N,cpd00751,HMDB00174,,C01019,"['CHEBI:18287', 'CHEBI:13102', 'CHEBI:21293', 'CHEBI:2181']",,META:L-Fucopyranoses,EX_cpd00751_m,ERR1620289_sub
cpd00054_m,L-Serine,105.09258,3,1,SBO:0000247,MNXM53,MTCFGRXMJLQNBG-REOHCLBHSA-N,cpd00054,"['HMDB00187', 'HMDB00589', 'HMDB62263']","['R-ALL-200736', 'R-ALL-352002', 'R-ALL-379732', 'R-ALL-8932979']","['C00065', 'C00716']","['CHEBI:17115', 'CHEBI:13167', 'CHEBI:21387', 'CHEBI:45440', 'CHEBI:45451', 'CHEBI:45590', 'CHEBI:45597', 'CHEBI:45677', 'CHEBI:6301', 'CHEBI:17822', 'CHEBI:15081', 'CHEBI:26648', 'CHEBI:9116', 'CHEBI:32836', 'CHEBI:32837', 'CHEBI:32845', 'CHEBI:32846', 'CHEBI:33384', 'CHEBI:35243']",ser__L,"['META:SER', 'META:Serines']",EX_cpd00054_m,ERR1620289_sub
cpd00129_m,L-Proline,115.13046,5,1,SBO:0000247,MNXM114,ONIBWKKTOPOVIA-BYPYZUCNSA-N,cpd00129,HMDB00162,"['R-ALL-113538', 'R-ALL-352033', 'R-ALL-379717']","['C00148', 'C16435']","['CHEBI:17203', 'CHEBI:13154', 'CHEBI:184637', 'CHEBI:21373', 'CHEBI:42067', 'CHEBI:45040', 'CHEBI:45100', 'CHEBI:45159', 'CHEBI:6286', 'CHEBI:26271', 'CHEBI:32862', 'CHEBI:32864', 'CHEBI:32871', 'CHEBI:32872', 'CHEBI:60039', 'CHEBI:58054']",pro__L,META:PRO,EX_cpd00129_m,ERR1620289_sub
cpd00220_m,Riboflavin,375.35596,17,4,SBO:0000247,MNXM270,AUNGANRZJHBGPY-SCRDCRAPSA-M,cpd00220,HMDB00244,"['R-ALL-196931', 'R-ALL-3165253']",C00255,"['CHEBI:17015', 'CHEBI:15044', 'CHEBI:27299', 'CHEBI:45214', 'CHEBI:529204', 'CHEBI:8843', 'CHEBI:57986']",ribflv,META:RIBOFLAVIN,EX_cpd00220_m,ERR1620289_sub
cpd03198_m,Melibiose-e0,342.29648000000003,12,0,SBO:0000247,MNXM1434,DLRVVLDZNNYCBX-ABXHMFFYSA-N,cpd03198,HMDB00048,,C05402,"['CHEBI:28053', 'CHEBI:20943', 'CHEBI:25182', 'CHEBI:60170', 'CHEBI:6733']",6dg,,EX_cpd03198_m,ERR1620289_sub
cpd00588_m,Sorbitol-e0,182.17176,6,0,SBO:0000247,MNXM469,FBPFZTCFMRRESA-JGWLITMVSA-N,cpd00588,HMDB00247,R-ALL-5652213,C00794,"['CHEBI:17924', 'CHEBI:12954', 'CHEBI:13020', 'CHEBI:17220', 'CHEBI:21091', 'CHEBI:4246', 'CHEBI:45559', 'CHEBI:30911', 'CHEBI:15093', 'CHEBI:26724', 'CHEBI:26726', 'CHEBI:33795', 'CHEBI:33796', 'CHEBI:9201']",sbt__D,META:SORBITOL,EX_cpd00588_m,ERR1620289_sub
cpd00023_m,L-Glutamate-e0,146.12132,5,1,SBO:0000247,MNXM89557,WHUUTDBJXJRKMK-VKHMYHEASA-M,cpd00023,"['HMDB00148', 'HMDB60475']","['R-ALL-113552', 'R-ALL-210382', 'R-ALL-29404', 'R-ALL-428614']","['C00025', 'C00302']","['CHEBI:14321', 'CHEBI:16015', 'CHEBI:21304', 'CHEBI:42825', 'CHEBI:6224', 'CHEBI:18237', 'CHEBI:24314', 'CHEBI:5431', 'CHEBI:29985', 'CHEBI:13107', 'CHEBI:21301', 'CHEBI:29987', 'CHEBI:29988', 'CHEBI:76051']",glu__L,"['META:GLT', 'META:Glutamates']",EX_cpd00023_m,ERR1620289_sub
cpd00161_m,L-Threonine-e0,119.11916,4,1,SBO:0000247,MNXM142,AYFVYJQAPQTCCC-GBXIJSLDSA-N,cpd00161,HMDB00167,"['R-ALL-351990', 'R-ALL-352000', 'R-ALL-379706']",C00188,"['CHEBI:16857', 'CHEBI:13175', 'CHEBI:21403', 'CHEBI:42083', 'CHEBI:45843', 'CHEBI:45983', 'CHEBI:6308', 'CHEBI:26986', 'CHEBI:32820', 'CHEBI:32822', 'CHEBI:32832', 'CHEBI:32833', 'CHEBI:57926']",thr__L,META:THR,EX_cpd00161_m,ERR1620289_sub
cpd00164_m,Glucuronate-e0,193.13146,6,0,SBO:0000247,MNXM241,AEMOLEFTQBMNLQ-AQKNRBDQSA-M,cpd00164,,,C00191,"['CHEBI:15748', 'CHEBI:12975', 'CHEBI:21013', 'CHEBI:24297', 'CHEBI:24298', 'CHEBI:4178', 'CHEBI:47952', 'CHEBI:58720']",glcur,META:D-Glucopyranuronate,EX_cpd00164_m,ERR1620289_sub
cpd00232_m,Neu5Ac-e0,308.26192000000003,11,1,SBO:0000247,MNXM227,SQVRNKJHWKZAKO-LUWBGTNYSA-M,cpd00232,"['HMDB00230', 'HMDB00800']",,"['C00270', 'C19910']","['CHEBI:17012', 'CHEBI:21620', 'CHEBI:29087', 'CHEBI:7214', 'CHEBI:35418', 'CHEBI:12471', 'CHEBI:12579', 'CHEBI:21617', 'CHEBI:33987', 'CHEBI:45744', 'CHEBI:58705']",acnam,"['META:CPD0-1123', 'META:N-ACETYLNEURAMINATE']",EX_cpd00232_m,ERR1620289_sub
cpd00017_m,S-Adenosyl-L-methionine-e0,399.44532000000004,15,6,SBO:0000247,MNXM16,MEFKEPWMEQBLKI-AIRLBKTGSA-O,cpd00017,"['HMDB01185', 'HMDB62709']","['R-ALL-2162265', 'R-ALL-353113', 'R-ALL-5279190', 'R-ALL-71284', 'R-ALL-77087']",C00019,"['CHEBI:15414', 'CHEBI:10786', 'CHEBI:10833', 'CHEBI:12742', 'CHEBI:12757', 'CHEBI:12760', 'CHEBI:22036', 'CHEBI:45607', 'CHEBI:527887', 'CHEBI:8946', 'CHEBI:33442', 'CHEBI:59789', 'CHEBI:67040']",amet,META:S-ADENOSYLMETHIONINE,EX_cpd00017_m,ERR1620289_sub
cpd00028_m,Heme-e0,614.4714,34,4,SBO:0000247,MNXM78362,KABFMIBPWCXCRK-BDOQQTMTSA-N,cpd00028,,,C00032,CHEBI:60344,pheme,META:PROTOHEME,EX_cpd00028_m,ERR1620289_sub
cpd00038_m,GTP-e0,520.156603,10,5,SBO:0000247,MNXM51,XKMLYUALXHKNFT-UUOKFMHZSA-J,cpd00038,HMDB01273,"['R-ALL-113573', 'R-ALL-29438']",C00044,"['CHEBI:15996', 'CHEBI:13342', 'CHEBI:24451', 'CHEBI:42934', 'CHEBI:5234', 'CHEBI:37565', 'CHEBI:57600']",gtp,META:GTP,EX_cpd00038_m,ERR1620289_sub
cpd00080_m,Glycerol-3-phosphate-e0,170.057841,3,0,SBO:0000247,MNXM66,AWUCVROLDVIAJX-GSVOUGTGSA-L,cpd00080,"['HMDB00126', 'HMDB02722']","['R-ALL-188458', 'R-ALL-76114']",C00093,"['CHEBI:15978', 'CHEBI:10648', 'CHEBI:12843', 'CHEBI:12848', 'CHEBI:26705', 'CHEBI:42793', 'CHEBI:57597']",glyc3p,META:GLYCEROL-3P,EX_cpd00080_m,ERR1620289_sub
cpd00117_m,D-Alanine-e0,89.09318,3,1,SBO:0000247,MNXM156,QNAYBMKLOCPYGJ-UWTATZPHSA-N,cpd00117,HMDB01310,,C00133,"['CHEBI:15570', 'CHEBI:10840', 'CHEBI:12899', 'CHEBI:20893', 'CHEBI:4087', 'CHEBI:41756', 'CHEBI:41798', 'CHEBI:41848', 'CHEBI:41877', 'CHEBI:32435', 'CHEBI:32436', 'CHEBI:57416']",ala__D,META:D-ALANINE,EX_cpd00117_m,ERR1620289_sub
cpd00210_m,Taurine-e0,125.14688,2,1,SBO:0000247,MNXM282,XOAAWQZATWQOTB-UHFFFAOYSA-N,cpd00210,HMDB00251,"['R-ALL-159420', 'R-ALL-193463', 'R-ALL-194069']",C00245,"['CHEBI:15891', 'CHEBI:15195', 'CHEBI:26852', 'CHEBI:45877', 'CHEBI:9406', 'CHEBI:32970', 'CHEBI:507393']",taur,META:TAURINE,EX_cpd00210_m,ERR1620289_sub
cpd00277_m,Deoxyguanosine-e0,267.24132,10,5,SBO:0000247,MNXM647,YKBGVTZYEHREMT-KVQBGUIXSA-N,cpd00277,HMDB00085,,C00330,"['CHEBI:17172', 'CHEBI:14116', 'CHEBI:19244', 'CHEBI:23624', 'CHEBI:42667', 'CHEBI:42867', 'CHEBI:42874', 'CHEBI:42987', 'CHEBI:4412']",dgsn,META:DEOXYGUANOSINE,EX_cpd00277_m,ERR1620289_sub
cpd00550_m,D-Serine-e0,105.09258,3,1,SBO:0000247,MNXM694,MTCFGRXMJLQNBG-UWTATZPHSA-N,cpd00550,HMDB03406,,C00740,"['CHEBI:16523', 'CHEBI:13019', 'CHEBI:143888', 'CHEBI:21090', 'CHEBI:42262', 'CHEBI:4245', 'CHEBI:32840', 'CHEBI:32841', 'CHEBI:35247']",ser__D,META:D-SERINE,EX_cpd00550_m,ERR1620289_sub
cpd00644_m,PAN-e0,218.22704,9,1,SBO:0000247,MNXM364,GHOKWGTUZJEAQD-ZETCQYMHSA-M,cpd00644,"['HMDB00210', 'HMDB62717']","['R-ALL-196820', 'R-ALL-199192']",C00864,"['CHEBI:16454', 'CHEBI:14739', 'CHEBI:25846', 'CHEBI:29032', 'CHEBI:11008', 'CHEBI:18700', 'CHEBI:46905', 'CHEBI:18701', 'CHEBI:44679', 'CHEBI:7916']",pnto__R,META:PANTOTHENATE,EX_cpd00644_m,ERR1620289_sub
cpd01318_m,Glycocholate-e0,464.61477999999994,26,1,SBO:0000247,MNXM1560,RFDAIACWWDREDC-FRVQLJSFSA-M,cpd01318,HMDB00138,,C01921,"['CHEBI:17687', 'CHEBI:11894', 'CHEBI:20215', 'CHEBI:24378', 'CHEBI:29080', 'CHEBI:42804', 'CHEBI:5464', 'CHEBI:29746', 'CHEBI:14345', 'CHEBI:24377', 'CHEBI:58235']",,META:GLYCOCHOLIC_ACID,EX_cpd01318_m,ERR1620289_sub
cpd03047_m,Taurocholate-e0,514.69506,26,1,SBO:0000247,MNXM2288,WBWWGRHZICKQGZ-HZAMXZRMSA-M,cpd03047,HMDB00036,R-ALL-193404,C05122,"['CHEBI:28865', 'CHEBI:26854', 'CHEBI:3672', 'CHEBI:45901', 'CHEBI:9408', 'CHEBI:36257']",tchola,META:CPD-3743,EX_cpd03047_m,ERR1620289_sub
cpd03247_m,Glycochenodeoxycholate-e0,448.61537999999996,26,1,SBO:0000247,MNXM2379,GHCZAUBVMUEKKP-GYPHWSFCSA-M,cpd03247,HMDB06898,,C05466,"['CHEBI:36252', 'CHEBI:58664', 'CHEBI:59452', 'CHEBI:36274', 'CHEBI:3591', 'CHEBI:41520', 'CHEBI:5463']",gdchola,META:GLYCOCHENODEOXYCHOLIC_ACID,EX_cpd03247_m,ERR1620289_sub
cpd03246_m,Taurochenodeoxycholate-e0,498.69566,26,1,SBO:0000247,MNXM1779,BHTRKEVKTKCXOH-BJLOMENOSA-M,cpd03246,HMDB00951,,C05465,"['CHEBI:16525', 'CHEBI:13961', 'CHEBI:23096', 'CHEBI:3590', 'CHEBI:46136', 'CHEBI:9407', 'CHEBI:57802']",tdchola,META:CPD-7283,EX_cpd03246_m,ERR1620289_sub
cpd00152_m,Agmatine-e0,132.20734,5,4,SBO:0000247,MNXM328,QYPPJABKJHAVHS-UHFFFAOYSA-P,cpd00152,"['HMDB01432', 'HMDB60259']",R-ALL-351164,C00179,"['CHEBI:17431', 'CHEBI:13747', 'CHEBI:18576', 'CHEBI:2514', 'CHEBI:40556', 'CHEBI:58145']",agm,META:AGMATHINE,EX_cpd00152_m,ERR1620289_sub
cpd00098_m,Choline-e0,104.17076,5,1,SBO:0000247,MNXM90,OEYIOHPDSNJKLS-UHFFFAOYSA-N,cpd00098,HMDB00097,"['R-ALL-264618', 'R-ALL-264638', 'R-ALL-6798162']",C00114,"['CHEBI:15354', 'CHEBI:13985', 'CHEBI:23212', 'CHEBI:3665', 'CHEBI:41524', 'CHEBI:72322']",chol,META:CHOLINE,EX_cpd00098_m,ERR1620289_sub
cpd00540_m,BET-e0,117.14634,5,1,SBO:0000247,MNXM289,KWIUHFFTVRNATP-UHFFFAOYSA-N,cpd00540,"['HMDB00043', 'HMDB59606']","['R-ALL-352015', 'R-ALL-6798202']",C00719,"['CHEBI:17750', 'CHEBI:13895', 'CHEBI:15264', 'CHEBI:22858', 'CHEBI:24370', 'CHEBI:27128', 'CHEBI:29050', 'CHEBI:3073', 'CHEBI:41139', 'CHEBI:12531', 'CHEBI:41134']",glyb,META:BETAINE,EX_cpd00540_m,ERR1620289_sub
cpd00139_m,Glycolate-e0,75.04342,2,0,SBO:0000247,MNXM222,AEMRFAOFKBGASW-UHFFFAOYSA-M,cpd00139,"['HMDB00115', 'HMDB03035']",R-ALL-389822,C00160,"['CHEBI:17497', 'CHEBI:24390', 'CHEBI:42865', 'CHEBI:5475', 'CHEBI:29805', 'CHEBI:14348', 'CHEBI:24388']",glyclt,META:GLYCOLLATE,EX_cpd00139_m,ERR1620289_sub
cpd00281_m,GABA-e0,103.11976,4,1,SBO:0000247,MNXM192,BTCSSZJGUNDROE-UHFFFAOYSA-N,cpd00281,HMDB00112,"['R-ALL-352003', 'R-ALL-352011', 'R-ALL-428571', 'R-ALL-916850']",C00334,"['CHEBI:16865', 'CHEBI:1786', 'CHEBI:193777', 'CHEBI:20318', 'CHEBI:40483', 'CHEBI:30566', 'CHEBI:11961', 'CHEBI:20317', 'CHEBI:59888']",4abut,META:4-AMINO-BUTYRATE,EX_cpd00281_m,ERR1620289_sub
cpd23430_m,isocholate-e0,407.56346,24,0,SBO:0000247,MNXM18754,BHQCQFFYRZLCQQ-UXWVVXDJSA-M,cpd23430,HMDB00419,,,"['CHEBI:87735', 'CHEBI:88105']",,META:CPD-12451,EX_cpd23430_m,ERR1620289_sub
cpd00249_m,Uridine-e0,244.20138,9,2,SBO:0000247,MNXM288,DRTQHJPVMGBUCF-XVFCMESISA-N,cpd00249,HMDB00296,,C00299,"['CHEBI:16704', 'CHEBI:15296', 'CHEBI:27227', 'CHEBI:46386', 'CHEBI:46391', 'CHEBI:46460', 'CHEBI:46463', 'CHEBI:9893']",uri,META:URIDINE,EX_cpd00249_m,ERR1620289_sub
cpd00006_m,NADP-e0,740.381183,21,7,SBO:0000247,MNXM5,XJLXINKUBYWONI-NNYOXOHSSA-K,cpd00006,HMDB00217,"['R-ALL-113563', 'R-ALL-113564', 'R-ALL-194668', 'R-ALL-2000348', 'R-ALL-29366', 'R-ALL-351628', 'R-ALL-389556', 'R-ALL-5623650', 'R-ALL-6790191']",C00006,CHEBI:58349,nadp,META:NADP,EX_cpd00006_m,ERR1620289_sub
cpd00412_m,Deoxyuridine-e0,228.20198,9,2,SBO:0000247,MNXM492,MXHRCPNRJAMMIM-SHYZEUOFSA-N,cpd00412,HMDB00012,R-ALL-500430,C00526,"['CHEBI:16450', 'CHEBI:11398', 'CHEBI:11572', 'CHEBI:14123', 'CHEBI:19261', 'CHEBI:23640', 'CHEBI:29113', 'CHEBI:42178', 'CHEBI:4434', 'CHEBI:46165', 'CHEBI:46289', 'CHEBI:46293']",duri,META:DEOXYURIDINE,EX_cpd00412_m,ERR1620289_sub
cpd00653_m,D-Galactonate-e0,195.14734,6,0,SBO:0000247,MNXM1734,RGHNJXZEOKUKBD-MGCNEYSASA-M,cpd00653,HMDB00565,,C00880,"['CHEBI:12931', 'CHEBI:16534', 'CHEBI:4132', 'CHEBI:24148', 'CHEBI:24149']",galctn__D,META:D-GALACTONATE,EX_cpd00653_m,ERR1620289_sub
cpd01663_m,Chenodiol-e0,391.56406,24,0,SBO:0000247,MNXM1183,RUDATBOHQWOJDD-BSWAIDMHSA-M,cpd01663,HMDB00518,R-ALL-194096,C02528,"['CHEBI:16755', 'CHEBI:23094', 'CHEBI:3588', 'CHEBI:3593', 'CHEBI:36234', 'CHEBI:13960', 'CHEBI:23093', 'CHEBI:57884']",C02528,META:CPD-15189,EX_cpd01663_m,ERR1620289_sub
cpd00092_m,Uracil-e0,112.08676,4,2,SBO:0000247,MNXM158,ISAKRJDGNUQOIC-UHFFFAOYSA-N,cpd00092,HMDB00300,R-ALL-83962,C00106,"['CHEBI:17568', 'CHEBI:15288', 'CHEBI:27210', 'CHEBI:46375', 'CHEBI:9882', 'CHEBI:43254']",ura,META:URACIL,EX_cpd00092_m,ERR1620289_sub
cpd00104_m,BIOT-e0,243.3027,10,2,SBO:0000247,MNXM304,YBJHBAHKTGYVGT-ZKWXMUAHSA-M,cpd00104,HMDB00030,"['R-ALL-199207', 'R-ALL-199238', 'R-ALL-29582']",C00120,"['CHEBI:15956', 'CHEBI:13905', 'CHEBI:22882', 'CHEBI:22884', 'CHEBI:3108', 'CHEBI:41236', 'CHEBI:57586']",btn,META:BIOTIN,EX_cpd00104_m,ERR1620289_sub
cpd00573_m,L-Idonate-e0,195.14734,6,0,SBO:0000247,MNXM1565,RGHNJXZEOKUKBD-SKNVOMKLSA-M,cpd00573,,,C00770,"['CHEBI:17796', 'CHEBI:13126', 'CHEBI:21335', 'CHEBI:57659', 'CHEBI:58494', 'CHEBI:6250', 'CHEBI:21336']",idon__L,META:L-IDONATE,EX_cpd00573_m,ERR1620289_sub
cpd00380_m,Itaconate-e0,128.08286,5,0,SBO:0000247,MNXM1747,LVHBHZANLOWSRM-UHFFFAOYSA-L,cpd00380,HMDB02092,,C00490,"['CHEBI:17240', 'CHEBI:14484', 'CHEBI:24932', 'CHEBI:30838', 'CHEBI:24933', 'CHEBI:6074']",itacon,META:ITACONATE,EX_cpd00380_m,ERR1620289_sub
cpd00393_m,Folate-e0,439.38158000000004,19,7,SBO:0000247,MNXM617,OVBPIULPVIDEAO-LBPRGKRZSA-L,cpd00393,HMDB00121,"['R-ALL-197965', 'R-ALL-200716']",C00504,"['CHEBI:27470', 'CHEBI:24075', 'CHEBI:42610', 'CHEBI:5140', 'CHEBI:569217', 'CHEBI:62501']",fol,META:CPD-12826,EX_cpd00393_m,ERR1620289_sub
cpd00020_m,Pyruvate-e0,87.05412,3,0,SBO:0000247,MNXM23,LCTONWCANYUPML-UHFFFAOYSA-M,cpd00020,HMDB00243,"['R-ALL-1130930', 'R-ALL-113557', 'R-ALL-29398', 'R-ALL-389680', 'R-ALL-5357717']",C00022,"['CHEBI:15361', 'CHEBI:14987', 'CHEBI:26462', 'CHEBI:32816', 'CHEBI:26466', 'CHEBI:45253', 'CHEBI:8685']",pyr,META:PYRUVATE,EX_cpd00020_m,ERR1620289_sub
cpd00003_m,NAD-e0,662.417162,21,7,SBO:0000247,MNXM8,BAWFJGJZGIEFAR-NNYOXOHSSA-M,cpd00003,HMDB00902,"['R-ALL-113526', 'R-ALL-192307', 'R-ALL-194653', 'R-ALL-29360', 'R-ALL-352330']",C00003,CHEBI:57540,nad,META:NAD,EX_cpd00003_m,ERR1620289_sub
cpd00209_m,Nitrate-e0,62.0049,0,1,SBO:0000247,MNXM207,NHNBFGGVMKEFGY-UHFFFAOYSA-N,cpd00209,"['HMDB02878', 'HMDB01853']",,C00244,"['CHEBI:17632', 'CHEBI:14654', 'CHEBI:44487', 'CHEBI:71263', 'CHEBI:48107', 'CHEBI:25545', 'CHEBI:7580']",no3,"['META:CPD-15028', 'META:NITRATE']",EX_cpd00209_m,ERR1620289_sub
cpd00307_m,Cytosine-e0,111.102,4,3,SBO:0000247,MNXM761,OPTASPLRGRRNAP-UHFFFAOYSA-N,cpd00307,HMDB00630,,C00380,"['CHEBI:16040', 'CHEBI:14066', 'CHEBI:23531', 'CHEBI:4072', 'CHEBI:41732']",csn,META:CYTOSINE,EX_cpd00307_m,ERR1620289_sub
cpd01030_m,Salicin-e0,286.27781999999996,13,0,SBO:0000247,MNXM2561,NGFMICBWJRZIBI-UJPOAAIJSA-N,cpd01030,HMDB03546,,C01451,"['CHEBI:17814', 'CHEBI:15058', 'CHEBI:26591', 'CHEBI:9002']",salcn,META:CPD-1142,EX_cpd01030_m,ERR1620289_sub
cpd00176_m,2-keto-3-deoxygluconate-e0,177.13206,6,0,SBO:0000247,MNXM440,WPAMZTWLKIDIOP-WVZVXSGGSA-M,cpd00176,,,C00204,"['CHEBI:17032', 'CHEBI:1059', 'CHEBI:11550', 'CHEBI:19530', 'CHEBI:57990']",2ddglcn,META:2-DEHYDRO-3-DEOXY-D-GLUCONATE,EX_cpd00176_m,ERR1620289_sub
cpd00153_m,Benzoate-e0,121.1134,7,0,SBO:0000247,MNXM217,WPYMKLBDIGXBTP-UHFFFAOYSA-M,cpd00153,HMDB01870,R-ALL-159446,"['C00180', 'C00539']","['CHEBI:16150', 'CHEBI:13879', 'CHEBI:22717', 'CHEBI:30746', 'CHEBI:22722', 'CHEBI:3029', 'CHEBI:41051']",bz,META:BENZOATE,EX_cpd00153_m,ERR1620289_sub
cpd00075_m,Nitrite-e0,46.0055,0,1,SBO:0000247,MNXM107,IOVCWXUNBOPUCH-UHFFFAOYSA-M,cpd00075,HMDB02786,R-ALL-1222379,C00088,"['CHEBI:16301', 'CHEBI:14658', 'CHEBI:44396', 'CHEBI:7585', 'CHEBI:25567']",no2,META:NITRITE,EX_cpd00075_m,ERR1620289_sub
cpd03424_m,Vitamin B12-e0,,61,13,SBO:0000247,MNXM7192,NSLAUEAQDBERRV-DSRCUDDDSA-L,cpd03424,,,C05776,"['CHEBI:28911', 'CHEBI:10006', 'CHEBI:23332']",,META:CPD-17105,EX_cpd03424_m,ERR1620289_sub
cpd03724_m,Ferrichrome-e0,740.52048,27,9,SBO:0000247,MNXM2825,GGUNGDGGXMHBMJ-OCIDDWSYSA-N,cpd03724,,,C06228,CHEBI:5019,fecrm,META:CPD0-2241,EX_cpd03724_m,ERR1620289_sub
cpd00024_m,2-Oxoglutarate-e0,144.08226,5,0,SBO:0000247,MNXM20,KPGXRSRHYNQIFN-UHFFFAOYSA-L,cpd00024,"['HMDB00208', 'HMDB02812', 'HMDB62781']","['R-ALL-113594', 'R-ALL-113671', 'R-ALL-29406', 'R-ALL-389537', 'R-ALL-5278317', 'R-ALL-561075']",C00026,"['CHEBI:16810', 'CHEBI:11638', 'CHEBI:19748', 'CHEBI:30915', 'CHEBI:1253', 'CHEBI:19749', 'CHEBI:40661', 'CHEBI:30916']",akg,META:2-KETOGLUTARATE,EX_cpd00024_m,ERR1620289_sub
