taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00082_e0,-0.19036914657930823,0.007400461699614287,cpd00082_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd10515_e0,-0.0001772651390564825,0.007400461699614287,cpd10515_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00311_e0,0.02348498453461861,0.007400461699614287,cpd00311_e0,export
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00305_e0,-7.348919884707534e-05,0.007400461699614287,cpd00305_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00058_e0,-0.00010377594020940717,0.007400461699614287,cpd00058_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00060_e0,-0.0018738120303331944,0.007400461699614287,cpd00060_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00039_e0,-0.005344084851852776,0.007400461699614287,cpd00039_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00264_e0,-7.348919884707534e-05,0.007400461699614287,cpd00264_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00367_e0,-0.02689045602873253,0.007400461699614287,cpd00367_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00099_e0,-0.00010377594020940717,0.007400461699614287,cpd00099_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd10516_e0,-0.00010377594020940717,0.007400461699614287,cpd10516_e0,import
S1007C53_Faecalibacterium_prausnitzii_E,ERR1620325_sub,1e-06,EX_cpd00277_e0,-0.024808443975005087,0.007400461699614287,cpd00277_e0,import
